id;text
the film could have provided fascinating insights into what turned these aimless kids into premeditated killers . 
in the hands of controversial director larry clark ( ' kids ' ) , however , it has less to say about its subject matter and more to say about the filmmaker's pornographic proclivities . 
in terms of the incident and what provoked it , ' bully ' stirs up nothing new . 
the high schoolers are presented as a uniformly screwed up lot--bored with life , not much ambition , promiscuous , profane . 
the bully in question , bobby kent ( nick stahl ) , is certainly an unpleasant piece of work but he doesn't exactly tower over his colleagues in the pathological department . 
he hounds and harries and humiliates his ' best friend ' marty ( played by brad renfro ) and marty's girlfriend lisa ( rachel miner ) doesn't care for it at all and comes up with the idea of killing bobby . 
simply remove him from the equation . 
marty and lisa and a handful of their promiscuous , profane , and stoner friends , plus a recruited hit man ( ? ) , lure bobby to a swamp one night , stab him , beat him over the head with a baseball bat , and dump him into the canal where the sand crabs and the gators , presumably , finish him off . 
there's no remorse--the next day they're talking about it as openly as a homework assignment . 
they did it because they wanted to , and because they could . 
what's most troubling about the film , however , isn't the unsettling subject matter and the matter-of-fact way these young people go about eliminating one of their own but the way in which clark is constantly distracted by his own material . 
not only is the nudity plentiful and graphic in ' bully ' but there's also an uneasy , exploitative feel to it . 
gratuitous crotch shots abound ( one of which makes the zipper cut-away in ' there's something about mary ' look like the height of subtlety ! ) . 
clark is so pre-occupied with his female ( predominantly ) leads that you forget , at times , what this movie is supposed to be about . 
the stripping bare , literally and figuratively , of these actors ( who are , after all , playing underage teenagers ) becomes harder to watch over time , as you begin to feel for them and question the motives of the man behind the camera . 
the conclusion of ' bully ' offers up literal snapshots of information about the sentences imposed on each of the protagonists for their involvement in the crime . 
it's a short sequence of stills--heather : 7 years ; ali : 40 years ; lisa : life imprisonment , for example--but it's infinitely more telling than the 110 minutes of rampant unpleasantness that precedes it . 
 ' bully ' aims for truth , exploits it shamelessly , then bludgeons it to death . 
"

70;"plot : derek zoolander is a male model . 
he is also very dumb and impressionable . 
for that reason , he is secretly hired and trained ( so secret , that even he doesn't know about it ) by an underground fashion syndicate to assassinate the prime minister of malaysia , who wants to abolish child labor in his country . 
will zoolander fulfill the dirty deed ? 
will zoolander ever grace the world his new ' look ' ? 
is this a funny movie ? 
find out below . . . 
critique : there's a place in our world for ' stupid comedies ' . 
films which don't pretend to take themselves seriously , are based on idiotic premises and filled with dumb jokes . 
there's also a time for them and many would argue that this difficult period of our history , might be an ideal circumstance during which to ' relax ' by watching something so completely frivolous . 
well , if you're in the mood for some seriously mindless entertainment , ben stiller and his cast of many have assembled one of the more original dumb comedies in some time . 
of course , comedies as such are usually very subjective and i could see how some will see this film simply as stupid and unfunny , while others will grant them the ' stupid ' , but consider it funny instead . 
i personally enjoyed it for the most part , cracked up loudly during a couple of specific sequences and loved the derek zoolander character and the unrestrained whipping they released upon the fashion industry . 
snap ! 
it was also nice to see several real-life models with small roles in the movie , not taking themselves too seriously . 
and if you're the type of person who likes celebrity cameos in films , well , don't look any further because dozens of famous faces show up here including vince vaughn , billy zane , winona ryder , christian slater , david duchovny , natalie portman and many , many others . 
i especially liked andy dick's complete make-over as the masseuse . 
hi-larious ! 
but with all films of this type , there is bound to be some stuff that simply doesn't work . 
a few particulars which didn't strike my fancy included the bulimia and ' orgy ' sequence with christine taylor , the break-dance fighting , and i also never get why they use real countries in plots like this ( why not just ' make up ' a country , instead of zeroing in on a certain people ? ) . 
i also could have done with less of the taylor character in general , since she wasn't all that interesting and seemed to slow things down every now and then ( more zoolander , dude ! ) . 
but those few missteps were nothing compared to some of the more memorable scenes which definitely did work for me ! 
i almost pissed myself during the ' gas station ' disaster , absolutely adored the ' walk-off ' contest ( with david bowie as the judge , no less ) and appreciated many of zoolander's moronic one-liners ( ' i was a merman . . . a 
merman ! ! ' ) . 
and i dare you to get his ' monkey ' photo shoot out of your head after seeing this movie ( ' you're a monkey , derek . . . a 
monkey ! ' ) 
i also really liked the soundtrack and the pace of the film , both of which zipped and zagged , and established a nice rhythm to it all . 
again , it's to note that this movie is dumb and not for everyone , but my guess is that if you laughed at the trailer , you will likely enjoy many of the quips in the actual picture as well . 
if you thought the trailer was dumb , skip this dodo bird and go rent austin powers again or something , a film from which there is an obvious influence here . 
blue steel , baby . . . yeah ! ! ! 
where's joblo coming from ? 
austin powers ( 7/10 ) - austin powers 2 ( 7/10 ) - deuce bigalow ( 7/10 ) - dude , where's my car ( 7/10 ) - freddy got fingered ( 5/10 ) - jay & silent bob strike back ( 8/10 ) - joe dirt ( 5/10 ) - meet the parents ( 8/10 ) - say it isn't so ( 3/10 ) 
"

71;"sean connery stars as a harvard law professor who heads back into the courtroom , by way of the everglades , to defend a young , educated black man ( blair underwood ) . 
the guy is on death row for the murder of a white girl , and says that his confession was coerced from the region's tough , black cop ( lawrence fishburne ) . 
watching connery and fishburne bump heads for two hours is amusing enough , but the plot's a joke . 
there's no logic at work here . 
tone is also an issue--there is none . 
director arne glimcher never establishes exactly what his film is trying to say . 
is it a statement on human rights ? 
is it a knock-off of silence of the lambs ? 
glimcher never tells . 
instead , he forces his characters to jump through hoop after hoop , over drawbridge after drawbridge , hoping that the audience won't notice what's missing . 
just awful . 
the madness of king george 107 min . 
/ not rated ========================== 
still wondering who nigel hawthorne is ? 
then check out his oscar- nominated work in the madness of king george , still playing in both raleigh and chapel hill . 
stage director nicholas hytner , in a remarkable screen debut , has adapted alan bennett's 1991 tragic comedy to fine effect . 
sumptuous-looking and only mildly stuffy , the film charts the madness that plagued king george iii ( hawthorne ) almost 30 years into his reign . 
a man of no importance 98 min . 
/ rated ' r ' ====================== 
in suri krishnamma's a man of no importance , albert finney disappears so deeply into the role of a lovable dublin bus conductor that it's a shame when the film gets so serious around him . 
his character is a conductor with a passion for oscar wilde . 
he reads to his riders , and once a year , with their help , he tries to stage one of the author's plays . 
this year it's ' salome . ' 
for about an hour , there's a sweet magic behind finney and his troupe of working-class stiffs . 
conflict arises , but it's small stuff--an administrator from the bus company here , an outraged catholic pork butcher ( michael gambon ) there . 
but with finney at the wheel , so to speak , the film rolls smoothly over these plot points--just like the gorgeous leland double-decker bus in the story . 
where things get serious is toward the end of the film , when the plot takes a turn that the bus never would , and the story heads down a very dark alley that marks the end of an enjoyable ride . 
the twist makes sense--and helps paint a complete picture of finney's character--but the trip to get there betrays the light , airy atmosphere of what had come before . 
it's not a fatal misstep , mind you , and it doesn't send the story soaring into the realms of incredulity . 
it's just a turn off . 
dr . strangelove 93 min . 
/ not rated =============== 
mein fuhrer ! 
the most fun that * i * had last month was in durham , at the carolina , at a mid-week screening of stanley kubrick's pitch-black comedy dr . 
strangelove ( or how i learned to stop worrying and love the bomb ) . 
the 1964 film stars peter sellers ( in three roles ) , george c . scott , sterling hayden , and slim pickens . 
their antics brought the house down , which , to my surprise , was packed by an audience younger than the film . 
"

72;"unzipped is a cinematic portrait of isaac mizrahi , an artist whose palette is fabric . 
ostensibly , the film is a documentary , but use of that term requires stretching its meaning . 
many scenes appear staged , and a great deal of cutting-and-pasting has been done in the editing room . 
the cinema verite effect is a conceit -- genuine spontaneity is at a premium , and everyone is aware of and playing to the camera ( especially would-be actresses like cindy crawford ) . 
director douglas keeve ( who was mizrahi's lover at the time ) freely admits that he ' couldn't care less about the truth ' but was more interested in capturing ' the spirit and love in isaac and in fashion . ' 
despite violating nearly every rule of ' legitimate ' documentary film making , however , unzipped is a remarkably enjoyable piece of entertainment . 
while it sheds only a little light on the behind-the-scenes world of the fashion industry , it presents a fascinating , if incomplete , picture of designer mizrahi . 
this man is the perfect subject for this kind of study -- he's funny , energetic , and eminently quotable . 
he has unusual views on just about everything , from fashion ( ' it's about women not wanting to look like cows ' ) to mary tyler moore ( ' between her and jackie kennedy , they shaped this country ' ) to style ( ' it's almost impossible to have style nowadays without the right dogs ' ) . 
unzipped also gives a glimpse into the creative process by which mizrahi turns an idea into a dress . 
it's almost certainly different that anyone would imagine . 
the designer draws on a variety of sources for his look , including nanook of the north and old bette davis movies , then enlists the aid of a ouija board to help form the collection . 
in particular , unzipped traces mizrahi's development of his fall 1994 line from its inception in the spring to the final fashion show , which highlights a number of prominent models , including cindy crawford , naomi campbell , kate bush , and linda evangelista . 
on the technical side , a number of interesting choices were made in filming unzipped . 
a variety of film stocks were used : super 8 , 16 mm black-and-white , and 35 mm color . 
there is a purpose to this beyond simple artiness -- the stock often serves as an emotional key to the movie , and , during the climactic fashion show , color is used to show the audience's perspective , while black-and-white is for the behind-the- scenes sequences . 
nevertheless , some viewers will be put off by this treatment . 
while unzipped isn't an expose on the fashion industry per se , keeve has enough clips of petulant models to make the viewer realize how tame robert altman was with ready to wear . 
overall , however , this movie is far more about mizrahi than anything else , and only when viewed from that perspective does unzipped succeed . 
when the designer declares that ' everything is frustrating except designing clothes -- that's beautiful and liberating , ' it fits perfectly with the image of him that unzipped has constructed . 
"

73;"dora ( fernanda montenegro ) sits behind a make-shift desk at rio+s major train station . 
she , in her colorful demeanor , offers a service that is unheard of in the states . 
she writes letters for the illiterate , who pass through , to try to find lost relatives , find love , or search after lost debts . 
she+s quirky , she+s elderly , she+s caring . 
totally trustworthy , right ? 
not a chance . 
once home , she never sends these letters , saving money on postage , and relishing in the drama contained therein with her neighbor irene ( mar ? lia p ? ra ) . 
one of the letters is sent by a young mother with her nine-year old son , looking for their father . 
shortly thereafter , she gets hit by a bus , and the son is orphaned . 
days go by , and the boy , named josu ? , roams around the station , hungry , desperate , and somewhat clueless to his predictament . 
through a series of circumstances too precious to elaborate upon , dora somehow takes a responsibility in trying to find josu ? +s father . 
this means leaving the security of rio , traveling to the outskirts of brazil , where unpaved roads , religious devotees and the poverty-stricken become commonplace . 
films like this remind me as to what i enjoy about some foreign films . 
it is an opportunity for me to get a fresh breath in another part of the world , so distant from my own . 
it does so entertainingly , and so heart-wrenchingly . 
and yet , it+s backdrop is merely that . 
the focus is on the minute transformation of dora , of how she learns to love this little kid , without being cloying or sentimental . 
the most interesting backdrop is the amount of religious dedication is in the film . 
dora being an amoral scam-artist , could care less about the amount of bickering between the candle-lighting of the catholics versus the bumper-sticker mentality of the evangelicals . 
but neither side is trivialized . 
she even begins to develop an affection for a non-drinking evangelical , who sees the problems with dora , if not initially . 
fernanda montenegro surprisingly got an oscar nomination for this very delicate performance , but the true marvel is that of vinicius de oliveira , who plays josu ? . 
he , like the discoveries of j ? r ? mie renier ( _la promesse_ ) and giorgio cantarini ( _life is beautiful_ ) , prove that the true acting discoveries may be outside of the united states . 
he is a natural , and never once grating . 
send a memo to jonathan taylor thomas . 
"

74;"among multitude of erotic thrillers , that had been released in the early 1990s , woman of desire is interesting only because it was directed by robert ginty , star of the b-grade action films of the previous decade . 
those who tend not to be nostalgic about 1980s can find very good reason in the type of movies that made ginty the star . 
as director , ginty did very little to improve that impression . 
the protagonist of the movie is jack ( played by jeff fahey ) , yacht skipper that falls madly in love with christina ford ( played by bo derek ) . 
however , she has relationship with rich and powerful jonathan ashby ( steven bauer ) . 
one stormy night , the tragedy occurs and jack is accused of rape and murder . 
however , his good friend walter j . hill ( robert mitchum ) happens to be very good lawyer , so jack might even prove his innocence in the end . 
belonging more to the genre of courtroom drama than erotic thriller , woman of desire distinguishes itself from similar films by having almost all characters behaving like total idiots . 
unfortunately , this film isn't comedy and any laugh is unintentional . 
the characters are totally antipathetic and irritating and soon we stop caring what would happen to them . 
the actors that play them don't help either . 
that is especially the case with jeff fahey , whose jack is so stupid that even the character played by fahey in lawnmower man looks like a genius in comparison . 
his partner bo derek , on the other hand , shows that she didn't age enough to cease being the sex goddess , but that is small compensation for her apparent lack of acting talents . 
ginty , on the other hand , tries to bring some life in the movie by using many flashbacks and strange angles of shooting , but in the end it gets only irritating to the already bored and dissatisfied viewer . 
"

75;"the event of events is upon us . 
people have waited twenty-two years for the prequel to star wars and die-hard fans have been camping out at theaters for months to get tickets to see it . 
i don't think that america will ever actually recover from what this hurricane of a film has caused . 
it is not a bit of an exaggeration to say that this is the most highly anticipated movie in history . 
anyone who tells you ' it's just a movie ' is either lying or clueless . 
it is clearly obvious that after the waiting and the hype actually seeing the movie will be anticlimactic . 
the second coming of the lord could not live up to the kind of buzz ( which is far too weak a word ) that star wars epsode i : the phantom menace so effortlessly generated . 
but that does not mean that the film itself is bad . 
in fact , it is terrific . 
i strongly suspect that many of the people who were dissappointed by it have simply surrendered to the media machine and the inevitable backlash . 
it is set some decades before the events of the original 1977 star wars took place . 
the film focuses on the fledgling republic of planets and the conflict that is raging : the trade federation , angry at some tax raise that was recently put in place has invaded the small , peaceful planet of naboo . 
the republic sent two jedi knights ( people that can actively communicate with what is affectionately known as ' the force ' ) , qui-gon jinn ( liam neeson ) and obi-wan kenobi ( ewan mcgregor ) to negotiate . 
unable to stop the tide of events that was about to occur , the jedi and the queen of naboo ( natalie portman ) escape naboo and head for coruscant to try and get the republic senate to intervene . 
on the way they get sidetracked to a planet called tatooine , where they meet the movie's real focal point , young anakin skywalker ( jake lloyd ) . 
he is an innocent slave boy , but ' the force is strong with him ' so qui- gon is determined to take him with them to the jedi counsel and get him trained as a jedi . 
as any self-respecting star wars fan should know , anakin will grow up to be darth vader and give birth to luke skywalker . 
>from the beginning it is evident that this is not an actor's movie . 
around 70% of the characters , if not more , are computer generated in one form or another , and though the effects are seamless , the movie lacks soul . 
i think that although the computer has played an incredibly instrumental part in moviemaking this decade , cinema should still be a human art and the phantom menace nearly defies this . 
this is the lightest installment in the star wars saga thus far , with plenty of broad comic relief to go around , much of it courtesy of an irritating knew character named jar-jar binks . 
he's essentially a computer-animated sidekick who says things like ' exqueeze me ? ' 
and ' mesa go now , okeday ? ' , and although it is often amusing it is also inherently annoying . 
the visual effects are astounding ( although director george lucas often chickens out by cutting away from them ) and the movie is a thrilling triumph . 
if it lacks in plot and in acting it makes up for it through imagination and excitement . 
the climactic lightsaber battle ( oh , come on , as if you didn't already know ) , among other things , is outrageously entertaining and defines the term ' popcorn movie ' . 
what made me surrender and give this movie * * * 1/2 stars was the score by john williams . 
even though it does seem like the man scores every single movie that comes out these days , his work here is nothing short of brilliant . 
his use of opera during the climax really does add a punch and his ingenious way of utilizing the imperial march as a sort of prophecy is chilling . 
the phantom menace is probably most effective as pop nostalgia . 
when you see ' a long time ago , in a galaxy far , far away ' , when the familiar music plays , when the words ' star wars ' appear on screen , you'll feel a tingle even if you didn't see the movie when it first came out in '77 . 
it feels oddly exciting to be introduced to young anakin , a boy whose innocence , we know , will be taken away and who will soon cross over to the dark side . 
it is the perfect example of dramatic irony to see the jedi masters aspire to get him trained in the jedi arts ; we know that it will do more harm than good , but they do not . 
we not only feel more involved in the story , but we feel like we're seeing the beginning of a saga that we have cherished for years . 
the phantom menace , although lacking in human aspects of the story , is a very worthy installment in the star wars . 
it works as an action flick , visually eye-popping and often paralyzingly exciting ; it also works as an elicitor of memories , a piece of exquisite nostalgia . 
 ? 1999 eugene novikov&#137 ; 
"

76;" ' lake placid ' marks yet another entry in the series of ' predator pics ' that were a screen staple in the late 1970s ( post- ' jaws ' ) and were revived recently by the godawful ' anaconda . ' 
 ' placid ' claims to be a ' horror/comedy ' -it's directed by the same guy who did ' house ' -but its attempts at humor are actually less funny than deadpan seriousness of ' anaconda . ' 
paleontologist kelly scott ( bridget fonda ) is sent up to maine to examine a tooth removed from a body that had been bitten in half on the lake . 
discovering that the tooth belongs to a crocodile ( which shouldn't even be in this hemisphere ) , kelly goes croc-hunting with game warden jack wells ( bill pullman ) and sheriff hank keough ( brendan gleeson ) . 
they're joined by an unwelcome guest , hector cyr ( oliver platt ) , a scholar who worships crocs and searches all over the world for them . 
along the way , the merry band meets mrs . delores bickerman ( betty white ) , a weird old lady who lives out on the lake . 
you know what to expect from this movie : lots of shots where the camera is the eyes of the predator ( croc cam ) swimming toward someone's dangling legs while ' jaws ' -like music plays , one character ( hector ) who's obsessed with the croc and stupidly endangers the rest , another character who insists that the predator can't possibly exist . 
unlike its slippery cousin ' anaconda , ' ' lake placid ' wants to present its formulaic plot tongue-in-cheek , which is self-defeating . 
the result is neither scary nor funny ; it's just tedious . 
while director steve miner has several horror films on his resume ( including two installments of ' friday the 13th ' and ' halloween h20 ' ) , screenwriter david kelley ( best known as the creator of tv series like ' ally mcbeal ' and ' chicago hope ' ) doesn't seem to have the stomach for a chomp 'em up flick . 
the body count is surprisingly low and doesn't include any of the major characters , and most annoyingly kelly and hector insist that they capture the crocodile alive rather than killing it . 
 ( ' lake placid ' manages to have it both ways-i'll let you discover how for yourself ) . 
the croc itself is mostly computer-generated , of course . 
like the snake in ' anaconda , ' the thirty-foot monster crocodile doesn't seem real ; it moves too quickly and in ways that seem unnatural . 
 ' lake placid ' also offers little explanation for why a giant crocodile is in maine . 
there is a lot of semi-mystical mumbo jumbo about how ' we really don't know much about crocodiles . ' 
they would have been better off going with something like the urban myth about alligators in the sewers . 
a movie like this doesn't have to offer much of an explanation ( radioactive mutant ? 
creature from outer space ? ) , but it does have to give the audience something to hang their disbelief on . 
pullman and fonda seem to be plodding through the movie on auto-pilot . 
most of the time , they're probably thinking about killing their agents or wondering if making this movie marks the end of their careers . 
platt and white , on the other hand , seem to be giving their best efforts , and they manage to squeeze a few chuckles out of this sorry script . 
"

77;"sometimes a movie comes along that falls somewhat askew of the rest . 
some people call it ' original ' or ' artsy ' or ' abstract ' . 
some people simply call it ' trash ' . 
a life less ordinary is sure to bring about mixed feelings . 
definitely a generation-x aimed movie , a life less ordinary has everything from claymation to profane angels to a karaoke-based musical dream sequence . 
whew ! 
anyone in their 30's or above is probably not going to grasp what can be enjoyed about this film . 
it's somewhat silly , it's somewhat outrageous , and it's definitely not your typical romance story , but for the right audience , it works . 
a lot of hype has been surrounding this film due to the fact that it comes to us from the same team that brought us trainspotting . 
well sorry folks , but i haven't seen trainspotting so i can't really compare . 
whether that works in this film's favor or not is beyond me . 
but i do know this : ewan mcgregor , whom i had never had the pleasure of watching , definitely charmed me . 
he was great ! 
cameron diaz's character was uneven and a bit hard to grasp . 
the audience may find it difficult to care about her , thus discouraging the hopes of seeing her unite with mcgregor after we are immediately sucked into caring about and identifying with him . 
misguided ? 
you bet . 
loveable ? 
you bet . 
a life less ordinary was a delight and even had a bonus for me when i realized it was filmed in my hometown of salt lake city , utah . 
this was just one more thing i didn't know about this movie when i sat down with a five dollar order of nachos and a three dollar coke . 
maybe not knowing the premise behind this film made for a pleasant surprise , but i think even if i had known , i would have been just as happy . 
a life less ordinary is quirky , eccentric , and downright charming ! 
not for everyone , but a definite change of pace for your typical night at the movies . 
"

78;"capsule : where are you tonight , leni rienfenstal ? 
starship troopers is an expensive , hateful and unenjoyable piece of violent pornography -- and bad pornography , at that . 
it is not good cinema , not good storytelling , and not even stupid fun : it's so cynically , calculatedly bone-headed that even the least demanding members of the audience i was with were alternately bored and revulsed . 
it's one of the worst movies i've seen in a long time . 
why am i calling this movie pornography ? 
pornography , in the abstract , is anything which is calculated to appeal to the baser instincts . 
i remember reading a review of full metal jacket which described the climact moment at the end of the movie , where private joker has to shoot the downed vc sniper , as ' a near-pornographic eternity ' . 
i didn't agree with that assessment , but i could see what was being implied : the reviewer felt as if the audience was being incited to stand up and pump their fists and shout ' do 'er , man , do 'er ! ' 
that sentiment is echoed ad nauseam throughout starship troopers . 
it's * literally * like a giant recruitment film that has gone berserk . 
it tries frantically to enlist our emotions but it winds up only being dull or sickening . 
the film takes place in our future , when earth has come under attack by some alien species that doesn't appear to have intelligence . 
to counterattack , humankind does the single stupidest thing imaginable : instead of nuke the planet from orbit , which they're clearly capable of , they send down grunts with m-16 rifles . 
this isn't heinlein , it's a bad wwii movie , one where all the most obvious points of satire are ever poked and prodded in combat scenes that are noisy , repetitive , and ultimately tiresome . 
 ( one scene has a journalist on a battlefield , filimg soldiers being slaughtered , and ends with groaning predictability : said cameraman gets skewered , too . ) 
the soldiers and their commanders are consistently idiotic . 
they do not possess a germ of tactical intelligence or even common sense . 
they don't even behave like soldiers in a bad * movie * , and therefore we don't care about them . 
we hated the tom berenger character in platoon , but he * mattered * , and therefore we were curious to learn about his fate . 
here , we don't even hate the bugs -- what's there to hate ? 
hating them would be like cursing a hurricaine . 
if there's anything really hateful there , the movie doesn't know how to give it to us . 
the screenwriter ( ed neumeier -- perhaps a better appelation would be ' screen typist ' ) and director ( the increasingly talent-impaired paul verhoeven ) have not found any way to make the characters or the story serve each other . 
one of the subplots concerns a woman pilot who's great at getting out of tight situations , and does it again and again and again . 
once or twice is fine . 
by the fifth or sixth time , it's worn out its welcome . 
there's never any sense that these people are really thinking their way out of anything , or really being tested to show their mettle . 
also , the movie is irritatingly selective with how effective the bugs are to earthling weaponry . 
if a bug has one of the humans screaming in its grasp , then five guys can stand around it and blast away on full auto without doing a damned thing . 
but if one human gets cornered , he lays waste to whole platoons of bugs with one clip . 
uh-huh . 
the very worst feature of the movie is its repulsive quasi-fascist flavor . 
i say ' quasi- ' because while the movie uses many of the trappings of fascism ot eroticize its action -- the gear , the uniforms , etc . -- the movie doesn't have the nerve ( or the brains ) to be genuinely fascist , or intelligent about the subject . 
the bumpers between scenes , which are apparently intended to parody wartime recruitment propaganda are propaganda -- just so clumsy and oafish that they wind up making the bugs look relatively innocuous in comparison . 
like the rest of the movie . 
there's more , i suppose , but it's not worth it . 
the acting is bland , neither arsenic nor gravy ; the music disposable ; the camerawork turgid . 
the heartbreaking thing is that it makes independence day look like a masterpiece . 
"

79;"the classic story & the production which ruined it 
marking the centennial anniversary of the 1896 h . g . wells classic , new line cinema , armed with a stellar cast and expert make-up effects man stan winston ( alien , predator , terminator etc ) churns out yet another hollywood film based on the classic novel . 
of course , the production is no doubt much more superior compared to the earlier 2 movies , one of which was made back in the 1933 and the other in the 1977 , under the title the island of lost souls ( sounds like a much better title . . ) . 
the story begins with edward douglas ( thewlis ) , a un representative sent to oversee a peace treaty somewhere in the south pacific , who is saved from the brink of death by montgomery ( kilmer ) after his plane crashes into the sea . 
douglas soon learns that montgomery is working for dr . moreau , who incidently , owns the island and also a reputable geneticist who has been awarded the nobel prize . 
his host's reluctance to allow him to freely move around the island becomes clear when he stumbled into moreau's lab , when a monstrous birth was in progress . 
even worse , the other workers in the lab are not exactly normal ' people . ' 
douglas stumbles across yet another shocking discovery when he is led to the beast-people community , which considers dr . moreau their maker . 
using shock-therapy and the law , dr . moreau has long been able to keep his beast-people civilised to some extent but there are a few animal-men who are just too savage to be controlled . 
the island of dr . 
moreau questions the ability of men playing god . 
dr . moreau is a man obsessed with creating a race of beings which is free from hate and violence . . . but the savage within every beast is not something one can suppress for long . 
moreau has no doubt a very interesting premise within its grasp . 
even so , the production has failed to make the most out of it . 
there are too many characters to put your attention to and the worst thing is , the characters are not ' prioritized ' so when the audience is led to believe that a particular character is important , before they know it , he or she or it perishes . . . . rather 
ungloriously at times too . 
perhaps there is some redemption in the development of the beast people , especially aissa ( balk ) , the most human of moreau's creations . 
the two very important characters , montgomery and dr . moreau himself receive no development at all and it is in this area that the script fails miserably . 
more screen time could have been used for character interaction and development . 
i really would have liked it better if , say , they delved more into dr . moreau's obsession , montgomery's purpose in the story and justification to as why the beast-people had to rebel . 
maybe the nature of the screenplay , which incidently , does not incorporate much action sequences in the film , forced the filmmakers to ' cut a long story short ' and make it more of an action film than anything else ( it's still summer , and movies have to be ' marketable ' ) . 
the special effects too , are really nothing for anyone to shout about . 
at most , i would say the beast-men looked just a bit more realistic than those apes in planet of the apes . 
this h . g . wells classic really has potential to be a good film . 
unfortunately , after 2 adaptations , they still could not decide on how and what to focus their attention on to really bring out that important message which makes up the entire essence of the story . 
as a third outing , the island of dr . moreau 
accomplishes little and is nothing more than an inferior version of `the planet of the apes' . 
the flying inkpot rating system : * wait for the tv2 broadcast . 
 * * a little creaky , but still better than staying at home with gotcha ! 
 * * * pretty good , bring a friend . 
 * * * * amazing , potent stuff . 
 * * * * * perfection . 
see it twice . 
"

80;"that thing you do ! 
 ( r ) tom hanks's screenwriting and directorial debut , that thing you do ! , has all the qualities you would associate with the most beloved screen actor of the moment : fun , lively , and oh-so-nice . 
it is the latter quality , however , that becomes a hindrance , for this '60s nostalgia trifle is so nice and sweet that it teeters on becoming bland milquetoast . 
that thing focuses on the wonders , a teen rock band from erie , pennsylvania that is suddenly thrust into the national spotlight in 1964 when they score a major dance hit called , of course , ' that thing you do ! ' 
the group's members are , naturally a diverse group : there's brooding lead singer and songwriter jimmy ( johnathon schaech ) ; girl-crazy lenny ( steve zahn ) , the lead guitarist ; a goofy , geeky type known only as the bass player ( ethan embry ) ; and the film's center , guy ( tom everett scott ) , the drummer who has aspirations in jazz . 
along for the wonders' ride to success is jimmy's perpetually neglected galpal , faye ( liv tyler ) . 
hanks proves to be a capable writer-director , deftly recreating the innocent spirit of 1964 , which hanks calls ' the last innocent year . ' 
the spirit is not only reflected in the period clothes and settings but also in the music , which , like the other recent period music film , grace of my heart , was expressly written for the film ; hanks himself had a hand in writing four of the tunes--but not the infectious title cut by adam schlesinger , which is guaranteed to stay in your head long after the end credits have rolled ( it's still playing in my mind as i write this ) . 
it should come as no surprise that hanks the director works well with the actors , eliciting charming , likable work from the entire cast , most notably hanks lookalike scott and tyler , who is remarkable in delivering the film's biggest and best dramatic moment . 
the work of the young ensemble is so natural that they truly convince as teens of the early '60s ; they do not appear to be '90s grungers playacting ' retro . ' 
yet for all the light , frothy charms of that thing you do ! , it's nearly nice to a fault . 
while this unbridled innocence in film is a refreshing change from all the sinful cinema around these days , there is not enough conflict to keep things consistently interesting . 
everyone is so happy , basking in the glow of overnight success , marvelling at it all--except toward the end , but even then the tone quickly reverts to sweetness , ending on an appropriately feel-good note . 
there isn't much of an edge throughout that thing--the only thing that is remotely edgy is hanks's turn as the wonders' manager--and thus becomes in danger of being so nice it's bland . 
but a little niceness goes a long way these days , and there's no denying the entertainment value of that thing you do ! ; it's just about impossible to hate . 
it's an inoffensive , enjoyable piece of nostalgia that is sure to leave audiences smiling and humming , if not singing , ' that thing you do ! ' --quite 
possibly for days . 
to paraphrase a passage from the song : though i try and try to forget that song it is just so hard to do every time they play ' that thing you do ! ' 
"

81;" ' he's back , and it's about time . ' 
was the motto for this television series pilot ( i call it a pilot , i don't care what fox network says ) revival of the cult classic british tv show , doctor who , that spawned no series , which means there are no smart network execs out there ( not exactly news to a lot of people , i know ) . 
the motto was well chosen . 
the series was simple , it was about this time lord scientist called the doctor with thirteen lives who traveled around in a type forty spaceship called a tardis outsmarting all kind of alien baddies , including the evil daleks , and the master , who appears in this feature , played very badly by eric roberts . 
as good as this revival was , there is something missing from it to make sure it was really doctor who . 
is it the acting ? 
hell , no ! 
paul mcgann is just as good as any of the other seven guys who've played the doctor ( including his predecessor and off-screen friend sylvester mccoy , who appears once more for the regeneration scene ) . 
he looks right for the role , is a brilliant actor , and slips effortlessly into the role , the way my two favorites jon pertwee and tom baker would . 
daphne ashbrook brings class to her role as dr . grace holloway , the doctor's first companion that he kisses on screen , she is not your typical female companion who screams , and spends her free time making coffee for the doctor , she is a tough , spunky american , and ashbrook shows this well . 
young yee jee tso shows promise as chang lee , and i've seen him in other stuff in which he usually plays the punk kid who dies at the end ( this film included ) , which , imho , wastes his talent . 
the only problem with the acting is eric roberts . 
one time he had to say to mcgann's doctor , ' i always dress for the occasion . ' 
but he broke it up , and said it so slowly that it wounded up sounding like a song lyric , ' i always . . . 
dress . . . 
for the occasion . ' 
you need an actor less slow and less reliant on moving his hands to act , and who's also british , like mcgann is as the doctor . 
executive producer phil segal said he was casted because fox insisted on having one american star in the role . 
i dunno who thought of casting him , but if they're reading this : news flash : eric roberts is * not * a star ! 
he rides on his sister's coattails , and any hit movie he makes has nothing to do with him . 
is this problem the kisses to the past ? 
they have references to the show so subtle that non fans would not notice them , only whovians would , and they're good . 
is it the script or the movie as a whole ? 
